Threshold,Mob_Result,Act_Counter,Withdraw_Counter,Power_Exchange_Counter,Act_Against_Counter,Participation_Rate
10,Success,47,35,0,10,47
10,Success,46,35,4,15,46
10,Success,51,36,2,11,51
10,Success,52,31,4,13,52
10,Success,53,29,0,17,53
10,Success,52,35,0,13,52
10,Success,53,34,0,10,53
10,Success,50,39,2,9,50
10,Success,45,34,6,15,45
10,Success,47,40,0,11,47
10,Success,51,34,5,10,51
10,Success,52,33,0,9,52
10,Success,47,34,0,10,47
10,Success,44,35,4,17,44
10,Success,41,42,0,16,41
10,Success,51,39,1,9,51
10,Success,48,35,0,17,48
10,Success,41,35,0,19,41
10,Success,55,37,0,8,55
10,Success,47,29,8,16,47
10,Success,51,32,1,16,51
10,Success,54,30,3,13,54
10,Success,52,33,0,13,52
10,Success,46,40,0,9,46
10,Success,48,39,0,11,48
10,Success,49,33,3,15,49
10,Success,51,33,0,12,51
10,Success,55,26,4,15,55
10,Success,39,45,0,12,39
10,Success,48,34,0,13,48
10,Success,48,36,0,10,48
10,Success,47,34,0,11,47
10,Success,44,41,0,11,44
10,Success,48,43,0,9,48
10,Success,45,34,0,17,45
10,Success,43,39,2,16,43
10,Success,50,31,1,18,50
10,Success,46,42,2,10,46
10,Success,49,35,0,10,49
10,Success,42,35,8,15,42
10,Success,48,41,3,8,48
10,Success,44,41,6,9,44
10,Success,52,35,0,13,52
10,Success,51,40,0,6,51
10,Success,54,32,3,11,54
10,Success,55,33,0,10,55
10,Success,50,37,2,11,50
10,Success,46,45,4,5,46
10,Success,51,28,0,20,51
10,Success,38,37,11,14,38
10,Success,43,37,6,14,43
10,Success,50,36,2,12,50
10,Success,41,37,0,21,41
10,Success,42,39,4,15,42
10,Success,42,32,14,12,42
10,Success,58,25,6,11,58
10,Success,45,38,2,15,45
10,Success,52,31,3,14,52
10,Success,44,38,0,14,44
10,Success,41,33,14,12,41
10,Success,45,39,0,16,45
10,Success,49,35,0,12,49
10,Success,45,37,0,14,45
10,Success,48,33,1,18,48
10,Success,59,34,0,7,59
10,Success,47,33,0,10,47
10,Success,42,43,0,13,42
10,Success,47,32,0,20,47
10,Success,48,29,9,14,48
10,Success,44,38,0,12,44
10,Success,55,35,2,8,55
10,Success,46,34,0,9,46
10,Success,45,40,6,9,45
10,Success,55,32,2,11,55
10,Success,44,36,0,15,44
10,Success,51,29,8,12,51
10,Success,47,32,3,18,47
10,Success,48,34,0,10,48
10,Success,50,36,1,13,50
10,Success,51,36,3,10,51
10,Success,50,33,7,10,50
10,Success,49,33,0,13,49
10,Success,42,44,0,14,42
10,Success,47,37,0,9,47
10,Success,51,34,0,14,51
10,Success,45,37,6,12,45
10,Success,47,40,0,10,47
10,Success,57,33,1,9,57
10,Success,50,35,0,11,50
10,Success,49,37,4,10,49
10,Success,47,22,0,19,47
10,Success,49,32,5,14,49
10,Success,46,36,0,12,46
10,Success,48,34,0,16,48
10,Success,48,28,9,15,48
10,Success,38,48,6,8,38
10,Success,49,34,4,13,49
10,Success,45,29,0,17,45
10,Success,46,42,4,8,46
10,Success,43,37,6,14,43
10,Success,45,41,0,14,45
10,Success,40,43,2,15,40
10,Success,47,38,0,14,47
10,Success,48,37,3,12,48
10,Success,45,39,0,14,45
10,Success,44,40,7,9,44
10,Success,39,39,2,20,39
10,Success,43,36,6,15,43
10,Success,46,40,0,12,46
10,Success,45,32,0,15,45
10,Success,47,40,0,11,47
10,Success,44,34,5,17,44
10,Success,42,38,0,17,42
10,Success,45,32,11,12,45
10,Success,52,29,0,17,52
10,Success,46,40,3,11,46
10,Success,50,35,1,14,50
10,Success,46,31,0,16,46
10,Success,43,38,0,12,43
10,Success,53,29,0,16,53
10,Success,47,37,0,14,47
10,Success,52,33,4,11,52
10,Success,49,36,1,14,49
10,Success,53,31,5,11,53
10,Success,47,37,0,14,47
10,Success,51,34,0,13,51
10,Success,56,35,0,9,56
10,Success,52,30,0,14,52
10,Success,46,38,2,14,46
10,Success,47,33,0,13,47
10,Success,45,34,0,16,45
10,Success,45,40,2,13,45
10,Success,41,34,0,23,41
10,Success,53,33,1,13,53
10,Success,49,36,4,11,49
10,Success,45,42,5,8,45
10,Success,50,38,0,11,50
10,Success,47,34,0,17,47
10,Success,44,37,4,15,44
10,Success,44,34,3,19,44
10,Success,47,41,0,12,47
10,Success,50,32,0,14,50
10,Success,50,37,0,12,50
10,Success,48,36,5,11,48
10,Success,49,38,0,12,49
10,Success,51,38,0,9,51
10,Success,48,36,0,14,48
10,Success,47,36,5,12,47
10,Success,45,41,0,11,45
10,Success,46,39,6,9,46
10,Success,52,35,2,11,52
10,Success,46,39,0,12,46
10,Success,47,37,2,14,47
10,Success,47,35,3,15,47
10,Success,50,30,0,11,50
10,Success,47,38,0,8,47
10,Success,40,36,12,12,40
10,Success,44,45,1,10,44
10,Success,52,32,0,12,52
10,Success,52,38,1,9,52
10,Success,45,39,0,14,45
10,Success,52,29,0,14,52
10,Success,48,38,0,12,48
10,Success,50,38,0,10,50
10,Success,49,39,1,11,49
10,Success,49,36,0,14,49
10,Success,50,33,6,11,50
10,Success,46,35,5,14,46
10,Success,55,33,0,12,55
10,Success,49,41,0,9,49
10,Success,55,33,0,10,55
10,Success,43,30,9,18,43
10,Success,42,38,0,14,42
10,Success,50,32,0,8,50
10,Success,47,35,0,17,47
10,Success,51,37,0,10,51
10,Success,53,34,0,12,53
10,Success,40,42,4,14,40
10,Success,48,33,0,14,48
10,Success,45,33,4,18,45
10,Success,50,31,0,10,50
10,Success,43,41,0,14,43
10,Success,45,41,2,12,45
10,Success,47,36,0,16,47
10,Success,59,30,0,10,59
10,Success,50,31,9,10,50
10,Success,45,32,7,16,45
10,Success,60,28,0,8,60
10,Success,53,31,3,13,53
10,Success,36,43,0,11,36
10,Success,45,39,0,9,45
10,Success,51,33,2,14,51
10,Success,48,41,1,10,48
10,Success,44,40,0,11,44
10,Success,46,29,10,15,46
10,Success,59,32,0,6,59
10,Success,56,29,2,13,56
10,Success,47,44,0,8,47
10,Success,41,34,0,19,41
10,Success,43,41,5,11,43
10,Success,50,33,0,10,50
10,Success,51,37,3,9,51
10,Success,50,32,7,11,50
10,Success,54,32,1,13,54
10,Success,40,41,8,11,40
10,Success,48,38,0,12,48
10,Success,52,31,0,16,52
10,Success,43,38,7,12,43
10,Success,57,32,5,6,57
10,Success,49,36,0,10,49
10,Success,47,37,1,15,47
10,Success,39,39,0,21,39
10,Success,43,36,0,14,43
10,Success,47,35,0,14,47
10,Success,47,30,9,14,47
10,Success,45,41,0,11,45
10,Success,44,34,6,16,44
10,Success,53,30,0,13,53
10,Success,52,28,0,15,52
10,Success,60,31,5,4,60
10,Success,43,40,0,15,43
10,Success,46,38,0,13,46
10,Success,40,26,0,17,40
10,Success,48,37,0,11,48
10,Success,42,36,9,13,42
10,Success,51,32,3,14,51
10,Success,55,33,0,10,55
10,Success,52,27,0,18,52
10,Success,43,37,3,17,43
10,Success,39,39,0,19,39
10,Success,44,37,4,15,44
10,Success,43,28,11,18,43
10,Success,52,34,0,13,52
10,Success,48,34,5,13,48
10,Success,52,37,4,7,52
10,Success,48,39,0,10,48
10,Success,49,37,0,13,49
10,Success,44,33,0,13,44
10,Success,48,40,1,11,48
10,Success,51,42,0,7,51
10,Success,44,35,5,16,44
10,Success,44,37,0,11,44
10,Success,46,36,2,16,46
10,Success,52,36,0,8,52
10,Success,48,37,1,14,48
10,Success,50,41,4,5,50
10,Success,57,25,0,13,57
10,Success,51,26,0,13,51
10,Success,45,38,1,16,45
10,Success,49,37,0,14,49
10,Success,55,38,0,4,55
10,Success,48,32,8,12,48
10,Success,43,43,0,11,43
10,Success,43,40,0,16,43
10,Success,45,39,0,8,45
10,Success,48,35,1,16,48
10,Success,49,39,0,11,49
10,Success,46,30,0,17,46
10,Success,45,37,0,15,45
10,Success,51,33,0,11,51
10,Success,52,34,0,14,52
10,Success,43,41,0,16,43
10,Success,48,38,1,13,48
10,Success,43,43,1,13,43
10,Success,51,37,0,10,51
10,Success,57,32,0,10,57
10,Success,46,34,2,18,46
10,Success,49,41,2,8,49
10,Success,62,32,0,6,62
10,Success,52,30,0,14,52
10,Success,45,26,0,17,45
10,Success,52,33,0,12,52
10,Success,48,32,9,11,48
10,Success,48,30,0,13,48
10,Success,45,36,6,13,45
10,Success,49,42,0,6,49
10,Success,45,40,0,9,45
10,Success,45,28,13,14,45
10,Success,55,37,1,7,55
10,Success,44,38,0,9,44
10,Success,48,30,0,20,48
10,Success,44,38,0,13,44
10,Success,47,38,0,12,47
10,Success,50,38,0,8,50
10,Success,46,34,0,12,46
10,Success,41,40,6,13,41
10,Success,54,35,2,9,54
10,Success,38,43,3,16,38
10,Success,50,40,3,7,50
10,Success,51,41,0,8,51
10,Success,45,42,0,13,45
10,Success,45,40,0,14,45
10,Success,43,45,3,9,43
10,Success,46,38,5,11,46
10,Success,50,36,0,14,50
10,Success,45,34,2,19,45
10,Success,53,36,5,6,53
10,Success,49,39,0,12,49
10,Success,49,35,1,15,49
10,Success,49,30,0,15,49
10,Success,53,34,6,7,53
10,Success,41,33,7,19,41
10,Success,51,32,0,10,51
10,Success,51,35,0,13,51
10,Success,45,28,12,15,45
10,Success,53,26,0,11,53
10,Success,44,37,0,11,44
10,Success,45,46,1,8,45
10,Success,43,38,0,16,43
10,Success,53,31,0,11,53
10,Success,51,35,0,12,51
10,Success,46,33,5,16,46
10,Success,53,37,0,10,53
10,Success,48,36,0,15,48
10,Success,47,37,1,15,47
10,Success,38,45,0,11,38
10,Success,41,33,0,18,41
10,Success,53,34,0,13,53
10,Success,42,37,5,16,42
10,Success,49,37,0,13,49
10,Success,49,35,2,14,49
10,Success,47,38,0,15,47
10,Success,40,45,0,10,40
10,Success,42,41,0,16,42
10,Success,43,41,3,13,43
10,Success,55,32,0,13,55
10,Success,47,32,0,20,47
10,Success,44,43,3,10,44
10,Success,37,46,0,8,37
10,Success,52,33,3,12,52
10,Success,45,41,6,8,45
10,Success,54,25,3,18,54
10,Success,47,36,4,13,47
10,Success,43,30,7,20,43
10,Success,50,33,0,12,50
10,Success,48,36,0,11,48
10,Success,53,32,0,10,53
10,Success,51,35,2,12,51
10,Success,45,42,0,11,45
10,Success,50,37,3,10,50
10,Success,49,35,5,11,49
10,Success,48,35,0,15,48
10,Success,46,35,2,17,46
10,Success,55,33,0,10,55
10,Success,54,28,2,16,54
10,Success,49,32,0,16,49
10,Success,50,30,0,14,50
10,Success,51,33,8,8,51
10,Success,53,27,4,16,53
10,Success,44,37,2,17,44
10,Success,53,34,2,11,53
10,Success,55,30,0,14,55
10,Success,52,33,0,14,52
10,Success,48,37,0,10,48
10,Success,42,45,4,9,42
10,Success,43,45,2,10,43
10,Success,51,35,4,10,51
10,Success,50,36,0,7,50
10,Success,38,39,8,15,38
10,Success,48,31,5,16,48
10,Success,53,29,7,11,53
10,Success,46,43,0,10,46
10,Success,41,37,6,16,41
10,Success,52,38,0,9,52
10,Success,45,41,0,8,45
10,Success,47,39,2,12,47
10,Success,47,35,5,13,47
10,Success,55,34,0,5,55
10,Success,47,39,5,9,47
10,Success,44,28,11,17,44
10,Success,49,37,0,11,49
10,Success,49,38,5,8,49
10,Success,46,39,1,14,46
10,Success,43,42,0,12,43
10,Success,37,43,0,20,37
10,Success,53,32,5,10,53
10,Success,44,34,7,15,44
10,Success,49,43,2,6,49
10,Success,42,43,1,14,42
10,Success,48,33,2,17,48
10,Success,50,36,0,14,50
10,Success,56,36,0,8,56
10,Success,53,31,1,15,53
10,Success,50,38,0,11,50
10,Success,45,38,0,15,45
10,Success,45,34,5,16,45
10,Success,51,36,1,12,51
10,Success,55,31,10,4,55
10,Success,47,36,4,13,47
10,Success,46,38,0,12,46
10,Success,49,29,9,13,49
10,Success,53,32,0,10,53
10,Success,44,42,0,13,44
10,Success,48,37,0,15,48
10,Success,55,37,0,8,55
10,Success,52,36,0,11,52
10,Success,51,34,0,14,51
10,Success,53,32,0,10,53
10,Success,46,34,0,16,46
10,Success,40,42,0,15,40
10,Success,57,33,1,9,57
10,Success,50,34,3,13,50
10,Success,42,43,0,10,42
10,Success,59,30,0,11,59
10,Success,50,38,0,12,50
10,Success,52,38,0,10,52
10,Success,55,34,0,10,55
10,Success,46,43,1,10,46
10,Success,45,34,0,10,45
10,Success,48,31,0,15,48
10,Success,49,36,0,13,49
10,Success,47,44,1,8,47
10,Success,54,33,0,12,54
10,Success,40,41,7,12,40
10,Success,47,36,0,15,47
10,Success,49,40,0,7,49
10,Success,39,43,0,8,39
10,Success,52,37,2,9,52
10,Success,46,40,0,7,46
10,Success,45,40,5,10,45
10,Success,51,33,1,15,51
10,Success,49,36,0,13,49
10,Success,45,44,0,10,45
10,Success,55,27,0,12,55
10,Success,53,36,1,10,53
10,Success,50,38,1,11,50
10,Success,47,39,0,9,47
10,Success,53,37,0,8,53
10,Success,45,32,9,14,45
10,Success,51,26,11,12,51
10,Success,46,42,0,10,46
10,Success,34,39,0,15,34
10,Success,47,35,5,13,47
10,Success,52,32,0,9,52
10,Success,50,38,0,9,50
10,Success,49,35,0,16,49
10,Success,61,21,0,17,61
10,Success,47,39,0,10,47
10,Success,49,33,0,17,49
10,Success,45,33,0,20,45
10,Success,35,40,0,19,35
10,Success,49,36,0,11,49
10,Success,54,34,0,11,54
10,Success,46,34,1,19,46
10,Success,46,32,0,14,46
10,Success,50,33,0,12,50
10,Success,47,39,0,12,47
10,Success,47,41,4,8,47
10,Success,51,33,0,13,51
10,Success,45,44,2,9,45
10,Success,49,30,7,14,49
10,Success,41,30,13,16,41
10,Success,45,37,0,11,45
10,Success,43,34,0,14,43
10,Success,44,35,7,14,44
10,Success,55,28,6,11,55
10,Success,50,36,7,7,50
10,Success,46,41,0,13,46
10,Success,51,40,0,9,51
10,Success,39,45,6,10,39
10,Success,50,35,0,13,50
10,Success,49,29,0,12,49
10,Success,49,31,0,15,49
10,Success,41,40,0,15,41
10,Success,54,31,4,11,54
10,Success,42,34,9,15,42
10,Success,49,39,0,11,49
10,Success,55,33,0,10,55
10,Success,50,36,8,6,50
10,Success,48,34,5,13,48
10,Success,40,47,0,13,40
10,Success,62,24,6,8,62
10,Success,49,34,0,9,49
10,Success,42,36,11,11,42
10,Success,51,38,0,9,51
10,Success,37,36,11,16,37
10,Success,51,32,4,13,51
10,Success,53,30,3,14,53
10,Success,52,34,3,11,52
10,Success,48,39,1,12,48
10,Success,47,36,2,15,47
10,Success,52,22,11,15,52
10,Success,39,34,12,15,39
10,Success,44,43,1,12,44
10,Success,46,36,0,9,46
10,Success,53,24,12,11,53
10,Success,52,30,0,15,52
10,Success,49,41,0,7,49
10,Success,45,43,0,8,45
10,Success,55,34,2,9,55
10,Success,51,32,3,14,51
10,Success,52,35,0,10,52
10,Success,50,37,0,10,50
10,Success,47,33,0,16,47
10,Success,47,38,0,13,47
10,Success,48,35,1,16,48
10,Success,45,33,2,20,45
10,Success,40,41,0,16,40
10,Success,50,37,3,10,50
10,Success,44,32,4,20,44
10,Success,47,34,3,16,47
10,Success,50,35,2,13,50
10,Success,47,41,2,10,47
10,Success,46,30,0,12,46
10,Success,46,31,0,19,46
10,Success,51,39,1,9,51
10,Success,46,45,1,8,46
10,Success,50,43,2,5,50
10,Success,52,25,10,13,52
10,Success,47,39,3,11,47
10,Success,55,31,3,11,55
10,Success,45,42,0,10,45
10,Success,45,33,6,16,45
10,Success,48,35,4,13,48
10,Success,53,36,0,11,53
10,Success,46,43,0,11,46
10,Success,51,35,4,10,51
10,Success,49,36,0,15,49
10,Success,43,32,0,19,43
10,Success,52,37,0,8,52
10,Success,56,26,6,12,56
10,Success,56,32,0,9,56
10,Success,47,38,0,13,47
10,Success,39,40,0,17,39
10,Success,51,31,1,17,51
10,Success,43,35,0,17,43
10,Success,49,36,3,12,49
10,Success,53,30,0,8,53
10,Success,50,31,4,15,50
10,Success,44,37,0,11,44
10,Success,53,33,6,8,53
10,Success,52,41,0,7,52
10,Success,42,42,0,14,42
10,Success,35,32,0,23,35
10,Success,45,36,0,12,45
10,Success,49,40,2,9,49
10,Success,50,35,2,13,50
10,Success,42,33,6,19,42
10,Success,36,35,0,23,36
10,Success,48,43,0,6,48
10,Success,42,36,9,13,42
10,Success,45,38,1,16,45
10,Success,46,37,3,14,46
10,Success,46,40,0,8,46
10,Success,47,34,0,10,47
10,Success,48,39,0,12,48
10,Success,49,43,0,8,49
10,Success,50,37,4,9,50
10,Success,48,35,0,15,48
10,Success,56,31,3,10,56
10,Success,51,38,3,8,51
10,Success,43,34,4,19,43
10,Success,48,33,10,9,48
10,Success,46,38,0,14,46
10,Success,49,34,2,15,49
10,Success,52,33,1,14,52
10,Success,47,44,0,3,47
10,Success,43,39,4,14,43
10,Success,46,39,0,12,46
10,Success,50,36,1,13,50
10,Success,41,37,10,12,41
10,Success,53,27,0,17,53
10,Success,51,41,0,8,51
10,Success,47,34,0,14,47
10,Success,55,29,0,12,55
10,Success,50,31,2,17,50
10,Success,44,39,4,13,44
10,Success,55,33,4,8,55
10,Success,58,32,0,7,58
10,Success,44,41,0,12,44
10,Success,54,33,0,11,54
10,Success,53,37,0,10,53
10,Success,40,32,8,20,40
10,Success,52,32,4,12,52
10,Success,42,35,0,14,42
10,Success,56,34,0,8,56
10,Success,51,35,0,10,51
10,Success,49,40,0,11,49
10,Success,49,34,0,14,49
10,Success,49,33,0,15,49
10,Success,50,35,3,12,50
10,Success,41,36,9,14,41
10,Success,55,37,0,8,55
10,Success,45,40,5,10,45
10,Success,51,32,2,15,51
10,Success,47,32,0,20,47
10,Success,54,36,0,10,54
10,Success,51,37,0,7,51
10,Success,42,36,4,18,42
10,Success,64,24,0,10,64
10,Success,53,33,2,12,53
10,Success,42,41,4,13,42
10,Success,55,29,0,13,55
10,Success,58,28,0,13,58
10,Success,53,39,1,7,53
10,Success,42,44,1,13,42
10,Success,54,32,5,9,54
10,Success,47,37,0,14,47
10,Success,43,37,0,18,43
10,Success,47,33,2,18,47
10,Success,58,30,0,12,58
10,Success,55,34,2,9,55
10,Success,41,37,7,15,41
10,Success,42,45,0,13,42
10,Success,46,38,3,13,46
10,Success,45,46,1,8,45
10,Success,54,35,0,10,54
10,Success,49,40,0,11,49
10,Success,51,37,3,9,51
10,Success,58,32,0,9,58
10,Success,51,30,2,17,51
10,Success,51,31,0,14,51
10,Success,49,40,0,11,49
10,Success,46,34,1,19,46
10,Success,40,35,0,18,40
10,Success,56,30,2,12,56
10,Success,51,34,0,12,51
10,Success,38,36,9,17,38
10,Success,45,36,0,14,45
10,Success,41,40,0,11,41
10,Success,57,30,2,11,57
10,Success,53,29,6,12,53
10,Success,53,33,0,13,53
10,Success,47,44,0,9,47
10,Success,48,32,0,13,48
10,Success,42,31,11,16,42
10,Success,48,37,2,13,48
10,Success,51,34,0,10,51
10,Success,53,33,1,13,53
10,Success,50,32,0,10,50
10,Success,46,36,5,13,46
10,Success,46,40,1,13,46
10,Success,42,39,0,12,42
10,Success,46,31,0,13,46
10,Success,49,39,0,11,49
10,Success,44,40,0,15,44
10,Success,45,41,0,14,45
10,Success,37,37,0,14,37
10,Success,48,33,0,19,48
10,Success,44,39,1,16,44
10,Success,42,33,0,18,42
10,Success,54,36,0,7,54
10,Success,42,39,0,14,42
10,Success,46,36,0,16,46
10,Success,53,37,2,8,53
10,Success,49,25,0,16,49
10,Success,50,30,0,12,50
10,Success,48,33,0,14,48
10,Success,40,41,0,17,40
10,Success,50,35,0,8,50
10,Success,50,37,0,7,50
10,Success,54,38,1,7,54
10,Success,49,29,4,18,49
10,Success,46,34,0,10,46
10,Success,39,39,0,12,39
10,Success,44,38,0,11,44
10,Success,46,30,8,16,46
10,Success,48,35,0,13,48
10,Success,50,33,5,12,50
10,Success,51,32,0,13,51
10,Success,45,37,7,11,45
10,Success,39,39,7,15,39
10,Success,44,35,9,12,44
10,Success,44,33,8,15,44
10,Success,51,27,4,18,51
10,Success,46,39,4,11,46
10,Success,44,32,0,17,44
10,Success,47,24,12,17,47
10,Success,48,32,0,17,48
10,Success,45,38,0,15,45
10,Success,44,37,8,11,44
10,Success,46,32,0,14,46
10,Success,46,35,0,13,46
10,Success,48,42,2,8,48
10,Success,40,35,0,15,40
10,Success,46,29,0,13,46
10,Success,46,39,0,9,46
10,Success,56,31,3,10,56
10,Success,55,31,4,10,55
10,Success,49,43,0,8,49
10,Success,56,35,0,9,56
10,Success,45,34,7,14,45
10,Success,46,37,3,14,46
10,Success,47,44,0,9,47
10,Success,46,41,0,11,46
10,Success,45,36,0,19,45
10,Success,47,40,0,13,47
10,Success,48,32,3,17,48
10,Success,47,35,0,15,47
10,Success,51,37,3,9,51
10,Success,55,31,0,12,55
10,Success,48,30,13,9,48
10,Success,54,40,0,6,54
10,Success,46,31,8,15,46
10,Success,48,42,1,9,48
10,Success,55,40,0,5,55
10,Success,49,39,0,12,49
10,Success,44,29,11,16,44
10,Success,43,36,0,16,43
10,Success,43,38,6,13,43
10,Success,51,32,2,15,51
10,Success,38,49,0,9,38
10,Success,56,35,0,9,56
10,Success,58,32,0,4,58
10,Success,42,44,3,11,42
10,Success,47,42,3,8,47
10,Success,46,33,0,13,46
10,Success,50,41,0,8,50
10,Success,44,39,0,11,44
10,Success,49,34,0,12,49
10,Success,54,34,3,9,54
10,Success,51,32,0,11,51
10,Success,49,41,1,9,49
10,Success,39,44,9,8,39
10,Success,49,37,3,11,49
10,Success,43,46,0,9,43
10,Success,53,33,1,13,53
10,Success,48,32,0,9,48
10,Success,41,37,5,17,41
10,Success,46,34,0,11,46
10,Success,55,30,5,10,55
10,Success,41,37,7,15,41
10,Success,52,33,3,12,52
10,Success,52,31,4,13,52
10,Success,52,36,0,12,52
10,Success,44,40,2,14,44
10,Success,50,38,3,9,50
10,Success,50,38,0,12,50
10,Success,54,30,0,14,54
10,Success,45,34,8,13,45
10,Success,49,38,1,12,49
10,Success,50,35,0,14,50
10,Success,55,31,0,14,55
10,Success,54,37,0,9,54
10,Success,49,26,0,14,49
10,Success,54,28,6,12,54
10,Success,45,34,3,18,45
10,Success,51,32,0,15,51
10,Success,42,40,0,11,42
10,Success,50,35,4,11,50
10,Success,48,41,0,11,48
10,Success,50,32,9,9,50
10,Success,45,41,1,13,45
10,Success,48,31,8,13,48
10,Success,53,29,10,8,53
10,Success,61,24,6,9,61
10,Success,49,30,0,12,49
10,Success,44,37,0,17,44
10,Success,48,38,0,11,48
10,Success,48,30,0,18,48
10,Success,49,37,0,7,49
10,Success,43,38,0,14,43
10,Success,45,34,0,19,45
10,Success,43,42,4,11,43
10,Success,48,39,1,12,48
10,Success,47,33,5,15,47
10,Success,53,29,0,9,53
10,Success,42,37,7,14,42
10,Success,50,37,0,8,50
10,Success,48,37,0,9,48
10,Success,57,26,0,14,57
10,Success,49,38,0,13,49
10,Success,47,30,5,18,47
10,Success,44,35,6,15,44
10,Success,44,40,3,13,44
10,Success,45,39,6,10,45
10,Success,52,35,2,11,52
10,Success,42,42,0,15,42
10,Success,45,36,5,14,45
10,Success,40,48,0,9,40
10,Success,55,28,0,12,55
10,Success,49,33,3,15,49
10,Success,46,35,4,15,46
10,Success,48,36,0,10,48
10,Success,50,39,0,10,50
10,Success,47,37,0,15,47
10,Success,55,35,0,8,55
10,Success,42,36,5,17,42
10,Success,47,36,9,8,47
10,Success,49,36,0,15,49
10,Success,46,31,3,20,46
10,Success,48,30,6,16,48
10,Success,51,32,3,14,51
10,Success,55,33,5,7,55
10,Success,49,34,0,12,49
10,Success,54,37,1,8,54
10,Success,43,42,1,14,43
10,Success,52,33,0,12,52
10,Success,41,40,0,13,41
10,Success,42,32,13,13,42
10,Success,44,35,8,13,44
10,Success,42,38,0,13,42
10,Success,46,39,0,10,46
10,Success,54,31,6,9,54
10,Success,49,38,0,13,49
10,Success,53,29,8,10,53
10,Success,55,35,1,9,55
10,Success,51,29,7,13,51
10,Success,43,40,0,11,43
10,Success,44,34,5,17,44
10,Success,47,38,0,10,47
10,Success,50,34,0,12,50
10,Success,44,34,0,14,44
10,Success,49,34,0,12,49
10,Success,40,41,0,13,40
10,Success,45,40,3,12,45
10,Success,39,39,0,16,39
10,Success,43,35,0,17,43
10,Success,51,31,0,15,51
10,Success,56,29,7,8,56
10,Success,49,36,1,14,49
10,Success,46,37,0,11,46
10,Success,49,38,0,3,49
10,Success,52,36,4,8,52
10,Success,54,38,0,8,54
10,Success,47,34,0,18,47
10,Success,48,36,0,9,48
10,Success,49,36,6,9,49
10,Success,48,34,3,15,48
10,Success,46,32,2,20,46
10,Success,40,42,0,14,40
10,Success,49,31,0,17,49
10,Success,40,45,5,10,40
10,Success,53,32,0,12,53
10,Success,54,28,1,17,54
10,Success,55,29,0,10,55
10,Success,44,33,0,11,44
10,Success,49,40,3,8,49
10,Success,51,40,2,7,51
10,Success,51,39,1,9,51
10,Success,44,36,0,17,44
10,Success,49,43,2,6,49
10,Success,41,32,7,20,41
10,Success,53,32,3,12,53
10,Success,48,36,0,15,48
10,Success,48,31,0,13,48
10,Success,58,30,0,10,58
10,Success,49,34,0,16,49
10,Success,55,34,2,9,55
10,Success,45,39,4,12,45
10,Success,41,44,0,11,41
10,Success,53,32,0,14,53
10,Success,46,38,0,10,46
10,Success,52,30,0,14,52
10,Success,44,42,0,8,44
10,Success,56,28,0,15,56
10,Success,45,38,0,9,45
10,Success,46,34,4,16,46
10,Success,49,42,0,6,49
10,Success,40,38,0,13,40
10,Success,51,35,0,13,51
10,Success,47,36,0,13,47
10,Success,43,42,3,12,43
10,Success,42,33,2,23,42
10,Success,46,34,0,19,46
10,Success,48,36,3,13,48
10,Success,51,31,3,15,51
10,Success,45,37,0,14,45
10,Success,54,29,0,10,54
10,Success,49,37,0,11,49
10,Success,49,32,2,17,49
10,Success,48,37,2,13,48
10,Success,39,38,0,17,39
10,Success,54,32,4,10,54
10,Success,46,35,0,14,46
10,Success,46,34,4,16,46
10,Success,45,44,5,6,45
10,Success,45,39,0,16,45
10,Success,48,33,1,18,48
10,Success,50,35,0,14,50
10,Success,48,38,0,14,48
10,Success,55,30,0,12,55
10,Success,46,35,0,13,46
10,Success,48,30,0,15,48
10,Success,45,37,0,15,45
10,Success,46,35,3,16,46
10,Success,44,45,0,10,44
10,Success,49,30,0,18,49
10,Success,43,38,1,18,43
10,Success,46,33,2,19,46
10,Success,48,37,0,12,48
10,Success,49,39,0,8,49
10,Success,52,30,0,9,52
10,Success,49,34,6,11,49
10,Success,43,41,0,12,43
10,Success,45,36,2,17,45
10,Success,50,30,0,19,50
10,Success,47,32,7,14,47
10,Success,48,36,9,7,48
10,Success,48,38,1,13,48
10,Success,48,36,0,15,48
10,Success,51,34,0,14,51
10,Success,47,26,8,19,47
10,Success,57,36,1,6,57
10,Success,43,45,3,9,43
10,Success,40,37,0,12,40
10,Success,56,31,0,11,56
10,Success,42,30,0,16,42
10,Success,50,35,3,12,50
10,Success,53,32,1,14,53
10,Success,48,37,7,8,48
10,Success,51,40,2,7,51
10,Success,51,30,0,15,51
10,Success,51,40,3,6,51
10,Success,43,41,0,16,43
10,Success,51,34,0,14,51
10,Success,51,37,1,11,51
10,Success,47,31,1,21,47
10,Success,34,50,0,14,34
10,Success,53,33,0,14,53
10,Success,47,35,0,16,47
10,Success,44,32,8,16,44
10,Success,44,37,4,15,44
10,Success,44,39,3,14,44
10,Success,45,36,8,11,45
10,Success,48,37,7,8,48
10,Success,50,32,4,14,50
10,Success,57,34,2,7,57
10,Success,51,32,0,16,51
10,Success,56,34,0,6,56
10,Success,53,34,0,12,53
10,Success,41,40,0,10,41
10,Success,48,42,2,8,48
10,Success,47,38,3,12,47
10,Success,54,36,1,9,54
10,Success,43,44,1,12,43
10,Success,41,35,0,16,41
10,Success,49,36,4,11,49
10,Success,48,36,2,14,48
