Threshold,Mob_Result,Act_Counter,Withdraw_Counter,Power_Exchange_Counter,Act_Against_Counter,Participation_Rate
10,Success,50,23,0,11,39
10,Success,41,32,6,11,30
10,Success,43,27,5,16,27
10,Success,58,28,0,6,52
10,Success,43,23,7,17,26
10,Success,55,22,0,14,41
10,Success,46,23,8,15,31
10,Success,47,22,8,11,36
10,Success,48,26,2,13,35
10,Success,47,31,0,10,37
10,Success,57,20,0,10,47
10,Success,50,28,0,11,39
10,Success,44,29,0,19,25
10,Success,51,22,9,11,40
10,Success,46,25,11,10,36
10,Success,58,17,0,12,46
10,Success,42,33,3,15,27
10,Success,45,36,0,10,35
10,Success,51,22,5,12,39
10,Success,53,20,0,14,39
10,Success,48,27,0,12,36
10,Success,48,30,0,11,37
10,Success,46,31,0,12,34
10,Success,48,25,10,12,36
10,Success,53,28,0,10,43
10,Success,46,27,4,13,33
10,Success,48,32,2,10,38
10,Success,47,35,0,6,41
10,Success,49,26,0,13,36
10,Success,51,21,5,11,40
10,Success,50,24,3,12,38
10,Success,48,32,0,10,38
10,Success,57,21,1,9,48
10,Success,49,30,0,12,37
10,Success,52,26,1,9,43
10,Success,48,30,0,9,39
10,Success,52,27,0,11,41
10,Success,44,27,1,13,31
10,Success,51,26,5,9,42
10,Success,53,26,0,8,45
10,Success,41,31,4,12,29
10,Success,48,30,0,11,37
10,Success,47,28,3,12,35
10,Success,43,35,0,12,31
10,Success,45,25,2,16,29
10,Success,52,18,7,11,41
10,Success,49,20,5,15,34
10,Success,46,28,0,14,32
10,Success,47,24,4,15,32
10,Success,51,26,2,12,39
10,Success,46,26,0,17,29
10,Success,42,18,16,17,25
10,Success,52,26,0,10,42
10,Success,52,20,5,14,38
10,Success,49,33,0,9,40
10,Success,50,26,0,12,38
10,Success,46,32,0,10,36
10,Success,46,27,0,15,31
10,Success,40,29,4,12,28
10,Success,44,33,0,14,30
10,Success,51,27,2,8,43
10,Success,48,30,2,9,39
10,Success,49,26,3,12,37
10,Success,54,22,0,13,41
10,Success,48,31,0,14,34
10,Success,50,30,0,12,38
10,Success,47,24,0,16,31
10,Success,48,29,0,14,34
10,Success,48,28,4,10,38
10,Success,40,39,0,9,31
10,Success,54,25,0,8,46
10,Success,44,29,0,16,28
10,Success,47,28,2,10,37
10,Success,52,17,0,20,32
10,Success,47,25,0,15,32
10,Success,48,24,4,15,33
10,Success,43,40,0,10,33
10,Success,55,24,0,10,45
10,Success,47,30,1,10,37
10,Success,47,31,0,11,36
10,Success,47,28,0,13,34
10,Success,52,21,8,10,42
10,Success,54,18,4,8,46
10,Success,46,26,8,13,33
10,Success,42,21,9,16,26
10,Success,48,26,7,8,40
10,Success,45,34,0,10,35
10,Success,52,19,0,19,33
10,Success,49,27,0,12,37
10,Success,46,26,0,18,28
10,Success,46,27,4,9,37
10,Success,43,32,0,16,27
10,Success,48,24,3,14,34
10,Success,49,28,0,13,36
10,Success,56,21,0,13,43
10,Success,51,27,0,14,37
10,Success,49,29,0,11,38
10,Success,48,25,0,14,34
10,Success,50,23,0,14,36
10,Success,51,27,0,13,38
10,Success,53,21,5,11,42
10,Success,46,27,0,16,30
10,Success,45,37,0,15,30
10,Success,51,21,2,17,34
10,Success,53,19,3,14,39
10,Success,43,35,0,12,31
10,Success,51,26,0,12,39
10,Success,44,23,8,19,25
10,Success,44,23,7,17,27
10,Success,49,28,5,9,40
10,Success,44,34,0,14,30
10,Success,50,23,1,15,35
10,Success,45,35,0,9,36
10,Success,46,31,0,13,33
10,Success,38,37,2,9,29
10,Success,50,24,0,13,37
10,Success,44,35,10,7,37
10,Success,52,22,6,12,40
10,Success,46,28,0,12,34
10,Success,46,27,0,13,33
10,Success,56,24,2,9,47
10,Success,54,26,0,5,49
10,Success,51,24,0,14,37
10,Success,44,35,0,8,36
10,Success,45,29,0,16,29
10,Success,51,19,0,18,33
10,Success,42,21,8,18,24
10,Success,45,28,2,16,29
10,Success,54,24,0,11,43
10,Success,45,25,0,19,26
10,Success,58,16,2,10,48
10,Success,60,23,0,7,53
10,Success,50,25,0,13,37
10,Success,52,27,2,12,40
10,Success,46,21,10,20,26
10,Success,49,27,4,9,40
10,Success,44,32,0,13,31
10,Success,49,28,0,13,36
10,Success,50,18,4,13,37
10,Success,51,22,4,14,37
10,Success,45,30,0,13,32
10,Success,51,19,6,12,39
10,Success,48,26,1,10,38
10,Success,56,23,1,10,46
10,Success,55,20,0,8,47
10,Success,51,22,0,15,36
10,Success,43,30,5,14,29
10,Success,60,25,0,7,53
10,Success,52,32,0,4,48
10,Success,51,28,4,9,42
10,Success,47,19,0,22,25
10,Success,48,24,0,12,36
10,Success,45,31,0,10,35
10,Success,46,27,0,12,34
10,Success,47,27,4,12,35
10,Success,55,19,0,14,41
10,Success,50,26,4,8,42
10,Success,50,22,1,15,35
10,Success,56,20,1,11,45
10,Success,45,30,0,13,32
10,Success,51,22,0,16,35
10,Success,37,32,7,19,18
10,Success,45,32,0,9,36
10,Success,46,29,3,12,34
10,Success,48,24,2,13,35
10,Success,50,29,0,10,40
10,Success,48,27,0,14,34
10,Success,43,37,0,13,30
10,Success,51,22,4,15,36
10,Success,40,28,7,18,22
10,Success,49,19,10,13,36
10,Success,54,26,0,7,47
10,Success,47,29,0,13,34
10,Success,39,34,0,17,22
10,Success,42,29,0,19,23
10,Success,47,25,2,16,31
10,Success,41,31,7,13,28
10,Success,42,25,7,15,27
10,Success,50,25,0,11,39
10,Success,55,22,2,9,46
10,Success,48,26,3,14,34
10,Success,50,27,3,10,40
10,Success,51,28,1,9,42
10,Success,41,33,0,12,29
10,Success,47,27,4,16,31
10,Success,47,19,1,24,23
10,Success,51,26,0,14,37
10,Success,46,27,10,11,35
10,Success,48,29,0,14,34
10,Success,52,24,3,9,43
10,Success,49,28,0,10,39
10,Success,43,29,0,19,24
10,Success,52,25,0,16,36
10,Success,50,27,0,10,40
10,Success,52,16,0,16,36
10,Success,51,22,5,15,36
10,Success,44,23,5,14,30
10,Success,49,25,4,8,41
10,Success,52,26,0,13,39
10,Success,47,20,4,17,30
10,Success,48,29,0,9,39
10,Success,47,29,2,12,35
10,Success,52,20,1,17,35
10,Success,51,20,0,12,39
10,Success,48,28,1,8,40
10,Success,46,27,2,14,32
10,Success,46,27,0,15,31
10,Success,46,31,0,11,35
10,Success,52,25,0,12,40
10,Success,43,27,1,16,27
10,Success,37,29,11,15,22
10,Success,46,31,2,13,33
10,Success,45,27,2,15,30
10,Success,48,27,0,15,33
10,Success,49,27,2,13,36
10,Success,42,36,0,14,28
10,Success,50,20,5,12,38
10,Success,46,23,0,17,29
10,Success,44,27,1,16,28
10,Success,52,31,0,7,45
10,Success,47,35,0,11,36
10,Success,45,33,0,13,32
10,Success,45,27,4,13,32
10,Success,43,29,0,16,27
10,Success,51,26,1,10,41
10,Success,48,32,0,9,39
10,Success,54,23,0,10,44
10,Success,47,24,6,12,35
10,Success,48,24,2,13,35
10,Success,55,22,0,11,44
10,Success,50,20,0,14,36
10,Success,46,30,5,9,37
10,Success,50,23,3,13,37
10,Success,44,27,6,16,28
10,Success,58,19,4,8,50
10,Success,50,28,1,11,39
10,Success,51,25,0,10,41
10,Success,37,38,0,18,19
10,Success,51,18,2,15,36
10,Success,54,22,0,13,41
10,Success,47,30,1,12,35
10,Success,44,28,6,11,33
10,Success,42,34,0,11,31
10,Success,50,29,0,12,38
10,Success,47,29,0,12,35
10,Success,46,29,2,12,34
10,Success,50,23,6,14,36
10,Success,42,40,0,11,31
10,Success,52,19,6,11,41
10,Success,46,25,0,16,30
10,Success,58,22,2,8,50
10,Success,50,35,0,7,43
10,Success,49,33,0,10,39
10,Success,51,29,0,11,40
10,Success,50,19,3,19,31
10,Success,44,31,5,12,32
10,Success,47,27,6,12,35
10,Success,47,21,0,20,27
10,Success,48,27,0,12,36
10,Success,39,24,9,18,21
10,Success,50,25,0,15,35
10,Success,41,25,4,17,24
10,Success,42,38,0,12,30
10,Success,49,28,0,13,36
10,Success,41,38,0,9,32
10,Success,52,21,0,14,38
10,Success,43,36,0,9,34
10,Success,46,22,2,14,32
10,Success,49,26,1,12,37
10,Success,46,32,0,15,31
10,Success,51,30,0,10,41
10,Success,43,36,0,12,31
10,Success,49,27,3,10,39
10,Success,40,38,0,10,30
10,Success,51,31,0,10,41
10,Success,45,31,0,16,29
10,Success,43,35,0,13,30
10,Success,44,31,0,13,31
10,Success,54,28,0,8,46
10,Success,47,30,0,13,34
10,Success,38,34,0,17,21
10,Success,48,35,0,8,40
10,Success,45,27,1,15,30
10,Success,45,25,0,17,28
10,Success,52,21,2,15,37
10,Success,38,43,0,13,25
10,Success,50,34,0,11,39
10,Success,47,30,0,12,35
10,Success,48,23,10,7,41
10,Success,40,32,3,12,28
10,Success,45,26,5,14,31
10,Success,42,30,4,18,24
10,Success,54,22,1,12,42
10,Success,39,34,6,14,25
10,Success,37,37,0,18,19
10,Success,44,27,6,13,31
10,Success,49,27,6,10,39
10,Success,51,26,0,14,37
10,Success,38,27,18,13,25
10,Success,46,23,9,14,32
10,Success,46,27,2,16,30
10,Success,45,30,0,11,34
10,Success,48,24,4,14,34
10,Success,50,30,0,11,39
10,Success,47,24,5,14,33
10,Success,47,26,0,15,32
10,Success,54,27,2,6,48
10,Success,55,24,3,9,46
10,Success,48,32,0,8,40
10,Success,54,23,1,11,43
10,Success,53,23,0,12,41
10,Success,47,33,0,12,35
10,Success,51,22,0,15,36
10,Success,37,38,7,12,25
10,Success,43,26,0,18,25
10,Success,45,28,6,12,33
10,Success,50,20,6,13,37
10,Success,41,24,4,18,23
10,Success,59,17,3,8,51
10,Success,54,25,0,12,42
10,Success,44,31,0,15,29
10,Success,42,27,0,19,23
10,Success,51,26,0,11,40
10,Success,50,29,3,10,40
10,Success,43,31,0,16,27
10,Success,47,27,0,13,34
10,Success,45,30,4,9,36
10,Success,48,33,0,7,41
10,Success,50,31,0,5,45
10,Success,47,27,3,13,34
10,Success,55,19,0,14,41
10,Success,47,24,0,19,28
10,Success,45,33,0,12,33
10,Success,47,23,3,16,31
10,Success,48,30,0,12,36
10,Success,48,34,0,12,36
10,Success,44,26,5,13,31
10,Success,45,37,0,13,32
10,Success,54,26,0,7,47
10,Success,46,24,2,18,28
10,Success,44,41,0,6,38
10,Success,47,29,0,13,34
10,Success,46,29,0,15,31
10,Success,43,24,7,14,29
10,Success,43,32,3,15,28
10,Success,46,29,0,15,31
10,Success,51,26,0,12,39
10,Success,51,20,7,16,35
10,Success,48,26,4,10,38
10,Success,47,30,0,11,36
10,Success,51,27,4,10,41
10,Success,53,27,0,9,44
10,Success,52,23,4,9,43
10,Success,41,29,12,10,31
10,Success,43,25,8,13,30
10,Success,44,23,7,19,25
10,Success,49,35,0,9,40
10,Success,51,27,4,11,40
10,Success,44,35,0,12,32
10,Success,44,28,0,14,30
10,Success,35,36,10,14,21
10,Success,44,29,0,18,26
10,Success,59,21,0,9,50
10,Success,40,36,0,14,26
10,Success,58,25,4,5,53
10,Success,47,28,0,15,32
10,Success,57,21,0,12,45
10,Success,39,27,5,17,22
10,Success,49,23,8,10,39
10,Success,49,21,2,14,35
10,Success,49,33,0,10,39
10,Success,42,25,15,13,29
10,Success,44,31,0,15,29
10,Success,50,25,3,11,39
10,Success,51,21,0,14,37
10,Success,49,27,0,12,37
10,Success,54,24,0,8,46
10,Success,49,26,2,15,34
10,Success,50,26,4,12,38
10,Success,53,25,0,16,37
10,Success,51,25,0,11,40
10,Success,48,32,0,10,38
10,Success,55,20,0,12,43
10,Success,40,41,0,13,27
10,Success,48,22,1,11,37
10,Success,49,32,1,6,43
10,Success,46,35,0,10,36
10,Success,46,37,0,9,37
10,Success,43,40,0,10,33
10,Success,44,28,0,16,28
10,Success,53,26,0,11,42
10,Success,51,28,0,11,40
10,Success,44,31,0,16,28
10,Success,56,15,5,12,44
10,Success,50,22,4,13,37
10,Success,47,21,2,19,28
10,Success,53,29,0,7,46
10,Success,45,26,0,17,28
10,Success,48,27,3,11,37
10,Success,50,24,0,16,34
10,Success,40,43,0,9,31
10,Success,49,29,0,12,37
10,Success,46,28,5,11,35
10,Success,50,24,0,15,35
10,Success,50,23,2,11,39
10,Success,51,23,1,10,41
10,Success,52,28,0,8,44
10,Success,43,32,0,15,28
10,Success,48,24,8,9,39
10,Success,49,25,0,12,37
10,Success,49,26,0,14,35
10,Success,46,32,0,12,34
10,Success,48,37,0,8,40
10,Success,47,27,0,17,30
10,Success,47,27,2,13,34
10,Success,55,29,0,8,47
10,Success,48,29,5,9,39
10,Success,49,23,0,16,33
10,Success,51,24,0,13,38
10,Success,51,29,0,12,39
10,Success,46,28,0,15,31
10,Success,47,25,3,12,35
10,Success,52,26,1,8,44
10,Success,52,20,4,13,39
10,Success,40,28,1,20,20
10,Success,52,24,1,9,43
10,Success,45,29,0,15,30
10,Success,46,29,0,13,33
10,Success,51,26,4,10,41
10,Success,43,31,0,14,29
10,Success,46,29,0,15,31
10,Success,46,33,0,11,35
10,Success,52,19,2,17,35
10,Success,53,22,0,10,43
10,Success,44,31,3,14,30
10,Success,41,29,5,17,24
10,Success,44,29,7,14,30
10,Success,45,27,14,7,38
10,Success,53,21,0,16,37
10,Success,50,28,0,10,40
10,Success,46,30,0,13,33
10,Success,53,19,0,12,41
10,Success,56,21,2,12,44
10,Success,51,22,0,16,35
10,Success,52,31,0,8,44
10,Success,51,24,1,11,40
10,Success,46,31,0,12,34
10,Success,44,33,0,13,31
10,Success,52,23,2,12,40
10,Success,48,33,0,12,36
10,Success,45,34,0,14,31
10,Success,51,17,3,14,37
10,Success,47,30,6,9,38
10,Success,47,21,2,18,29
10,Success,43,34,7,8,35
10,Success,47,26,2,14,33
10,Success,54,25,0,11,43
10,Success,53,21,3,15,38
10,Success,60,25,0,6,54
10,Success,43,27,0,19,24
10,Success,48,31,0,12,36
10,Success,39,38,0,15,24
10,Success,47,24,0,17,30
10,Success,53,25,0,9,44
10,Success,46,40,0,8,38
10,Success,56,20,0,10,46
10,Success,55,19,1,10,45
10,Success,49,32,0,10,39
10,Success,47,20,4,18,29
10,Success,53,22,5,7,46
10,Success,54,25,2,10,44
10,Success,49,27,0,11,38
10,Success,49,22,2,13,36
10,Success,60,21,2,7,53
10,Success,47,21,11,11,36
10,Success,45,34,0,14,31
10,Success,45,31,0,15,30
10,Success,45,24,4,14,31
10,Success,52,28,0,7,45
10,Success,47,34,0,12,35
10,Success,54,22,4,8,46
10,Success,50,29,5,9,41
10,Success,53,18,0,16,37
10,Success,46,28,0,14,32
10,Success,44,34,0,9,35
10,Success,45,27,4,14,31
10,Success,44,26,4,17,27
10,Success,51,28,1,8,43
10,Success,49,31,0,11,38
10,Success,49,22,3,16,33
10,Success,45,29,1,11,34
10,Success,45,30,0,14,31
10,Success,47,28,0,16,31
10,Success,45,37,0,12,33
10,Success,52,26,0,11,41
10,Success,50,29,0,13,37
10,Success,54,19,6,10,44
10,Success,49,21,0,18,31
10,Success,53,29,0,7,46
10,Success,44,33,0,15,29
10,Success,41,32,0,17,24
10,Success,48,28,0,17,31
10,Success,60,12,0,9,51
10,Success,48,32,0,9,39
10,Success,53,25,0,13,40
10,Success,48,22,6,13,35
10,Success,49,25,0,14,35
10,Success,49,30,0,8,41
10,Success,46,32,0,14,32
10,Success,46,28,6,12,34
10,Success,53,23,1,9,44
10,Success,43,24,14,14,29
10,Success,49,23,0,19,30
10,Success,53,24,1,10,43
10,Success,53,28,0,11,42
10,Success,44,36,0,12,32
10,Success,52,31,0,7,45
10,Success,51,29,0,12,39
10,Success,50,23,1,10,40
10,Success,52,32,0,7,45
10,Success,44,22,2,19,25
10,Success,39,26,0,24,15
10,Success,46,31,5,8,38
10,Success,51,30,0,10,41
10,Success,51,25,2,10,41
10,Success,47,23,1,19,28
10,Success,42,33,0,16,26
10,Success,50,26,0,14,36
10,Success,41,35,0,15,26
10,Success,54,23,1,7,47
10,Success,46,22,10,12,34
10,Success,47,32,0,10,37
10,Success,53,21,1,13,40
10,Success,42,32,7,10,32
10,Success,55,21,2,9,46
10,Success,47,33,0,10,37
10,Success,43,29,0,15,28
10,Success,45,30,0,15,30
10,Success,48,28,0,17,31
10,Success,46,32,0,11,35
10,Success,50,26,0,10,40
10,Success,55,16,8,14,41
10,Success,46,31,1,11,35
10,Success,46,27,0,16,30
10,Success,51,27,0,15,36
10,Success,49,31,0,10,39
10,Success,51,24,3,9,42
10,Success,56,20,3,13,43
10,Success,50,30,0,10,40
10,Success,52,25,0,15,37
10,Success,43,33,0,9,34
10,Success,57,22,0,11,46
10,Success,53,18,5,11,42
10,Success,41,32,0,19,22
10,Success,45,26,9,12,33
10,Success,49,28,0,11,38
10,Success,47,23,10,13,34
10,Success,41,33,0,12,29
10,Success,49,29,0,15,34
10,Success,52,22,0,17,35
10,Success,55,22,2,12,43
10,Success,50,33,0,9,41
10,Success,53,23,0,10,43
10,Success,40,27,9,16,24
10,Success,55,26,7,5,50
10,Success,47,28,4,13,34
10,Success,58,19,0,13,45
10,Success,43,21,8,20,23
10,Success,46,34,0,11,35
10,Success,55,24,0,11,44
10,Success,51,29,0,12,39
10,Success,50,16,0,18,32
10,Success,48,30,0,13,35
10,Success,48,30,3,9,39
10,Success,45,24,1,16,29
10,Success,45,33,0,11,34
10,Success,52,23,5,11,41
10,Success,39,36,0,18,21
10,Success,53,21,11,4,49
10,Success,49,21,1,18,31
10,Success,46,30,0,14,32
10,Success,47,22,1,12,35
10,Success,43,29,8,11,32
10,Success,47,21,9,10,37
10,Success,50,19,5,17,33
10,Success,45,33,0,8,37
10,Success,49,29,1,10,39
10,Success,51,27,0,12,39
10,Success,48,30,0,9,39
10,Success,50,26,2,11,39
10,Success,47,26,5,10,37
10,Success,42,20,3,17,25
10,Success,51,25,0,12,39
10,Success,49,20,3,12,37
10,Success,44,38,0,8,36
10,Success,53,20,3,13,40
10,Success,48,31,0,12,36
10,Success,45,23,10,14,31
10,Success,47,33,1,8,39
10,Success,49,29,0,11,38
10,Success,43,31,1,17,26
10,Success,50,27,4,8,42
10,Success,49,27,4,11,38
10,Success,49,28,0,10,39
10,Success,48,27,0,13,35
10,Success,47,30,0,12,35
10,Success,51,22,2,11,40
10,Success,54,19,0,16,38
10,Success,55,22,0,12,43
10,Success,45,24,0,20,25
10,Success,45,27,4,16,29
10,Success,52,22,3,14,38
10,Success,39,40,0,15,24
10,Success,51,29,2,9,42
10,Success,49,27,0,12,37
10,Success,47,22,6,17,30
10,Success,47,30,0,13,34
10,Success,41,29,6,14,27
10,Success,49,27,0,13,36
10,Success,54,20,0,14,40
10,Success,44,37,0,10,34
10,Success,50,28,0,12,38
10,Success,48,27,2,10,38
10,Success,53,22,0,17,36
10,Success,45,30,0,18,27
10,Success,49,24,1,13,36
10,Success,42,34,0,13,29
10,Success,54,26,0,10,44
10,Success,48,29,0,12,36
10,Success,44,24,0,20,24
10,Success,45,33,0,15,30
10,Success,52,26,2,10,42
10,Success,49,24,2,11,38
10,Success,54,24,6,7,47
10,Success,48,28,0,13,35
10,Success,49,32,0,10,39
10,Success,48,29,0,9,39
10,Success,50,31,0,8,42
10,Success,44,31,1,13,31
10,Success,46,29,5,11,35
10,Success,53,24,0,11,42
10,Success,43,22,8,17,26
10,Success,51,26,5,11,40
10,Success,51,21,4,15,36
10,Success,47,22,8,14,33
10,Success,45,27,0,13,32
10,Success,56,19,5,9,47
10,Success,58,18,2,11,47
10,Success,42,43,0,9,33
10,Success,45,24,8,15,30
10,Success,46,27,0,18,28
10,Success,46,21,10,16,30
10,Success,44,24,6,15,29
10,Success,49,15,6,15,34
10,Success,46,27,5,13,33
10,Success,49,28,5,10,39
10,Success,42,33,0,13,29
10,Success,49,28,0,15,34
10,Success,52,24,0,12,40
10,Success,48,23,3,17,31
10,Success,45,27,0,16,29
10,Success,49,19,8,15,34
10,Success,54,33,0,4,50
10,Success,52,23,0,11,41
10,Success,50,25,0,14,36
10,Success,44,33,0,16,28
10,Success,53,21,1,14,39
10,Success,50,31,1,11,39
10,Success,46,22,5,17,29
10,Success,51,23,0,15,36
10,Success,41,41,0,8,33
10,Success,49,21,10,12,37
10,Success,55,22,3,12,43
10,Success,47,28,0,15,32
10,Success,58,21,0,6,52
10,Success,48,21,3,14,34
10,Success,54,22,0,10,44
10,Success,51,30,4,8,43
10,Success,48,35,0,9,39
10,Success,52,24,0,14,38
10,Success,45,30,0,15,30
10,Success,58,20,1,7,51
10,Success,50,22,5,10,40
10,Success,54,25,0,12,42
10,Success,42,30,0,15,27
10,Success,52,28,0,10,42
10,Success,46,30,0,12,34
10,Success,46,31,2,13,33
10,Success,44,28,5,14,30
10,Success,51,23,2,11,40
10,Success,51,27,1,12,39
10,Success,47,28,0,13,34
10,Success,41,34,0,15,26
10,Success,41,33,0,18,23
10,Success,46,26,5,13,33
10,Success,50,24,0,17,33
10,Success,49,24,0,15,34
10,Success,47,23,8,11,36
10,Success,42,37,0,11,31
10,Success,49,28,0,14,35
10,Success,52,26,9,7,45
10,Success,50,26,0,11,39
10,Success,49,31,0,10,39
10,Success,43,23,0,19,24
10,Success,46,26,1,14,32
10,Success,41,29,4,15,26
10,Success,46,29,0,15,31
10,Success,48,23,1,15,33
10,Success,45,23,12,12,33
10,Success,49,23,0,15,34
10,Success,47,29,1,12,35
10,Success,50,23,7,10,40
10,Success,53,23,1,9,44
10,Success,47,29,2,12,35
10,Success,47,28,0,15,32
10,Success,48,19,13,14,34
10,Success,49,25,0,15,34
10,Success,46,26,1,16,30
10,Success,45,25,1,15,30
10,Success,46,25,0,16,30
10,Success,47,28,0,15,32
10,Success,48,30,0,13,35
10,Success,53,23,1,12,41
10,Success,47,28,2,10,37
10,Success,53,25,4,8,45
10,Success,53,21,2,11,42
10,Success,47,23,11,6,41
10,Success,48,22,6,13,35
10,Success,48,33,0,9,39
10,Success,52,23,0,18,34
10,Success,50,20,5,12,38
10,Success,49,24,0,13,36
10,Success,36,40,0,15,21
10,Success,50,24,0,12,38
10,Success,36,38,8,9,27
10,Success,51,25,0,15,36
10,Success,55,15,0,17,38
10,Success,45,28,0,15,30
10,Success,54,30,0,7,47
10,Success,53,21,0,14,39
10,Success,43,25,0,18,25
10,Success,46,29,10,9,37
10,Success,51,25,0,11,40
10,Success,47,32,0,12,35
10,Success,56,17,1,10,46
10,Success,45,38,0,7,38
10,Success,47,21,12,10,37
10,Success,44,31,1,16,28
10,Success,53,21,3,10,43
10,Success,49,28,0,11,38
10,Success,55,30,0,5,50
10,Success,51,25,0,14,37
10,Success,40,32,0,17,23
10,Success,44,33,0,14,30
10,Success,52,24,0,15,37
10,Success,49,28,6,8,41
10,Success,52,17,0,20,32
10,Success,44,26,0,20,24
10,Success,44,25,7,13,31
10,Success,49,34,0,11,38
10,Success,47,30,0,14,33
10,Success,40,32,0,17,23
10,Success,51,24,0,12,39
10,Success,45,34,0,12,33
10,Success,47,22,2,15,32
10,Success,45,22,8,15,30
10,Success,50,29,0,12,38
10,Success,56,21,0,10,46
10,Success,49,29,2,11,38
10,Success,53,27,0,9,44
10,Success,54,24,0,15,39
10,Success,48,26,1,13,35
10,Success,45,26,3,19,26
10,Success,44,28,0,19,25
10,Success,51,24,2,15,36
10,Success,44,23,11,12,32
10,Success,48,35,0,8,40
10,Success,50,27,0,13,37
10,Success,48,26,0,16,32
10,Success,49,26,0,16,33
10,Success,50,21,6,13,37
10,Success,46,26,7,11,35
10,Success,40,37,0,13,27
10,Success,60,17,0,12,48
10,Success,48,29,5,8,40
10,Success,51,29,0,11,40
10,Success,44,27,0,16,28
10,Success,48,28,3,11,37
10,Success,49,30,5,8,41
10,Success,54,23,0,10,44
10,Success,46,35,0,12,34
10,Success,48,29,1,8,40
10,Success,49,24,6,12,37
10,Success,50,23,1,12,38
10,Success,42,28,0,14,28
10,Success,54,20,6,8,46
10,Success,53,26,0,15,38
10,Success,44,26,13,12,32
10,Success,47,24,0,18,29
10,Success,41,27,0,19,22
10,Success,52,28,0,9,43
10,Success,43,36,0,13,30
10,Success,44,25,0,20,24
10,Success,51,22,5,9,42
10,Success,50,24,0,16,34
10,Success,51,31,0,11,40
10,Success,44,26,3,15,29
10,Success,41,33,0,17,24
10,Success,47,25,4,12,35
10,Success,43,29,4,14,29
10,Success,52,20,4,17,35
10,Success,57,21,3,9,48
10,Success,52,28,0,10,42
10,Success,50,29,0,10,40
10,Success,44,36,0,10,34
10,Success,49,32,0,10,39
10,Success,45,24,11,10,35
10,Success,50,22,6,8,42
10,Success,41,30,11,13,28
10,Success,36,36,5,15,21
10,Success,54,23,7,8,46
10,Success,51,23,4,11,40
10,Success,51,29,0,11,40
10,Success,54,18,6,13,41
10,Success,50,20,6,16,34
10,Success,46,20,1,22,24
10,Success,52,21,0,17,35
10,Success,51,25,0,15,36
10,Success,43,22,4,22,21
10,Success,54,18,0,13,41
10,Success,52,28,0,9,43
10,Success,42,39,0,13,29
10,Success,46,22,7,16,30
10,Success,48,28,0,15,33
10,Success,44,31,6,8,36
10,Success,56,20,5,13,43
10,Success,49,26,2,11,38
10,Success,51,20,6,13,38
10,Success,48,25,4,14,34
10,Success,44,27,0,21,23
10,Success,48,32,3,8,40
10,Success,47,26,6,9,38
10,Success,53,24,0,12,41
10,Success,46,33,0,14,32
10,Success,57,23,0,9,48
10,Success,47,26,0,16,31
10,Success,53,19,5,12,41
10,Success,48,28,0,12,36
10,Success,47,26,1,15,32
10,Success,58,27,0,9,49
10,Success,45,25,9,10,35
10,Success,46,23,4,16,30
10,Success,46,30,0,13,33
10,Success,50,27,0,13,37
10,Success,46,35,0,10,36
10,Success,46,32,0,10,36
10,Success,52,28,0,9,43
10,Success,40,37,0,13,27
10,Success,47,24,6,15,32
10,Success,54,28,0,8,46
10,Success,48,28,0,11,37
10,Success,45,29,1,16,29
10,Success,41,30,0,13,28
10,Success,44,34,0,17,27
10,Success,42,36,5,10,32
10,Success,39,30,4,13,26
10,Success,36,42,0,15,21
10,Success,51,29,0,7,44
10,Success,48,31,0,8,40
10,Success,51,21,0,15,36
10,Success,53,25,0,11,42
10,Success,51,26,0,10,41
10,Success,41,27,7,15,26
10,Success,53,24,1,8,45
10,Success,41,30,2,12,29
10,Success,38,40,0,11,27
10,Success,45,28,0,16,29
10,Success,44,26,5,12,32
10,Success,49,28,4,10,39
10,Success,46,22,0,21,25
10,Success,50,21,2,16,34
10,Success,49,15,1,19,30
10,Success,43,36,0,11,32
10,Success,54,31,0,4,50
10,Success,39,38,0,9,30
10,Success,49,28,0,11,38
10,Success,45,33,0,10,35
10,Success,50,22,3,14,36
10,Success,54,23,0,13,41
10,Success,49,30,0,8,41
10,Success,39,43,0,6,33
10,Success,43,32,0,16,27
10,Success,53,23,1,11,42
10,Success,47,28,0,16,31
10,Success,43,30,6,12,31
10,Success,47,31,4,9,38
10,Success,47,34,0,10,37
10,Success,47,24,6,9,38
10,Success,48,27,3,11,37
10,Success,45,30,0,18,27
10,Success,45,19,3,19,26
10,Success,48,32,0,12,36
10,Success,45,34,0,13,32
10,Success,46,28,6,9,37
10,Success,52,22,5,11,41
10,Success,45,26,5,13,32
10,Success,46,30,0,13,33
10,Success,42,30,6,14,28
10,Success,47,28,0,17,30
10,Success,45,29,0,14,31
10,Success,50,28,0,10,40
10,Success,55,27,0,7,48
10,Success,37,31,8,14,23
10,Success,52,27,1,10,42
10,Success,54,24,2,7,47
10,Success,39,43,0,9,30
10,Success,55,25,0,13,42
10,Success,52,20,0,13,39
10,Success,43,26,5,17,26
10,Success,55,30,0,6,49
10,Success,55,24,0,11,44
10,Success,43,29,5,15,28
10,Success,41,25,8,18,23
10,Success,46,33,0,14,32
10,Success,49,22,3,14,35
10,Success,47,28,0,14,33
10,Success,46,23,9,14,32
10,Success,47,27,4,15,32
10,Success,46,30,1,13,33
