Threshold,Mob_Result,Num_Powerful_Actors,Act_Counter,Withdraw_Counter,Power_Exchange_Counter,Act_Against_Counter,Participation_Rate
35.0,Success,1,7,10,0,2,40.0
35.0,Success,1,11,2,0,5,60.0
35.0,Success,1,12,7,0,0,65.0
35.0,Success,1,9,8,0,1,50.0
35.0,Success,1,8,4,5,2,45.0
35.0,Success,1,8,8,0,2,45.0
35.0,Success,1,11,5,0,3,60.0
35.0,Success,1,8,5,3,3,45.0
35.0,Success,1,9,5,2,3,50.0
35.0,Fail,1,5,7,0,4,30.0
35.0,Success,1,7,7,1,4,40.0
35.0,Success,1,9,6,1,3,50.0
35.0,Success,1,11,4,0,3,60.0
35.0,Success,1,6,4,0,4,35.0
35.0,Success,1,11,5,0,3,60.0
35.0,Success,1,9,8,0,2,50.0
35.0,Success,1,10,2,0,2,55.00000000000001
35.0,Success,1,7,8,0,2,40.0
35.0,Success,1,8,7,0,3,45.0
35.0,Success,1,8,6,1,4,45.0
35.0,Success,1,10,5,0,3,55.00000000000001
35.0,Success,1,6,9,1,3,35.0
35.0,Success,1,8,7,0,2,45.0
35.0,Success,1,11,3,0,4,60.0
35.0,Success,1,6,7,0,4,35.0
35.0,Success,1,8,5,1,5,45.0
35.0,Success,1,9,6,0,2,50.0
35.0,Success,1,10,1,0,4,55.00000000000001
35.0,Success,1,8,7,1,3,45.0
35.0,Success,1,10,6,0,2,55.00000000000001
35.0,Success,1,7,7,0,5,40.0
35.0,Success,1,8,3,0,6,45.0
35.0,Success,1,11,5,0,1,60.0
35.0,Success,1,13,5,0,0,70.0
35.0,Success,1,10,8,0,1,55.00000000000001
35.0,Success,1,9,9,0,1,50.0
35.0,Success,1,8,4,0,3,45.0
35.0,Success,1,11,6,0,2,60.0
35.0,Success,1,7,5,0,6,40.0
20.0,Success,1,5,10,0,2,30.0
20.0,Success,1,7,7,0,5,40.0
20.0,Success,1,10,6,1,2,55.00000000000001
20.0,Success,1,7,7,1,4,40.0
20.0,Success,1,8,7,2,2,45.0
20.0,Success,1,6,8,2,3,35.0
20.0,Success,1,5,4,4,6,30.0
20.0,Success,1,9,7,0,3,50.0
20.0,Success,1,6,6,2,5,35.0
20.0,Success,1,10,4,0,2,55.00000000000001
20.0,Success,1,10,5,0,3,55.00000000000001
20.0,Success,1,6,7,3,3,35.0
20.0,Success,1,4,8,0,5,25.0
20.0,Success,1,9,6,0,4,50.0
20.0,Success,1,11,4,2,2,60.0
20.0,Success,1,11,5,1,2,60.0
20.0,Success,1,10,7,0,1,55.00000000000001
20.0,Success,1,8,8,1,2,45.0
20.0,Success,1,9,7,3,0,50.0
20.0,Success,1,7,4,3,5,40.0
20.0,Success,1,11,3,0,4,60.0
20.0,Success,1,8,7,1,3,45.0
20.0,Success,1,8,9,0,1,45.0
20.0,Success,1,8,5,0,3,45.0
20.0,Success,1,11,3,2,3,60.0
20.0,Success,1,8,6,1,4,45.0
20.0,Success,1,8,8,0,1,45.0
20.0,Success,1,11,8,0,0,60.0
20.0,Success,1,10,5,0,0,55.00000000000001
20.0,Success,1,10,8,0,1,55.00000000000001
20.0,Success,1,9,3,0,5,50.0
20.0,Success,1,11,6,1,1,60.0
20.0,Success,1,8,8,0,2,45.0
20.0,Success,1,7,9,0,2,40.0
20.0,Success,1,9,8,0,0,50.0
20.0,Success,1,10,5,1,3,55.00000000000001
20.0,Success,1,7,5,0,2,40.0
20.0,Success,1,12,3,0,2,65.0
20.0,Success,1,5,5,0,5,30.0
20.0,Success,1,11,6,0,1,60.0
20.0,Success,1,11,6,2,0,60.0
20.0,Success,1,6,7,0,3,35.0
20.0,Success,1,7,10,2,0,40.0
20.0,Success,1,5,9,3,2,30.0
20.0,Success,1,7,9,2,1,40.0
20.0,Success,1,10,3,0,4,55.00000000000001
20.0,Success,1,10,4,2,3,55.00000000000001
20.0,Success,1,11,6,0,2,60.0
20.0,Success,1,9,8,0,1,50.0
20.0,Success,1,8,8,1,2,45.0
20.0,Success,1,7,8,2,2,40.0
20.0,Success,1,9,6,0,4,50.0
20.0,Success,1,6,8,0,4,35.0
20.0,Success,1,11,6,0,2,60.0
20.0,Success,1,9,7,1,2,50.0
20.0,Success,1,7,5,2,5,40.0
20.0,Success,1,10,6,0,2,55.00000000000001
20.0,Success,1,11,4,0,3,60.0
20.0,Success,1,10,6,0,1,55.00000000000001
20.0,Success,1,10,3,0,4,55.00000000000001
20.0,Success,1,9,5,0,2,50.0
20.0,Success,1,8,8,1,2,45.0
20.0,Success,1,9,6,0,2,50.0
20.0,Success,1,10,7,0,2,55.00000000000001
20.0,Success,1,7,7,2,3,40.0
20.0,Success,1,7,7,3,2,40.0
20.0,Success,1,7,11,0,1,40.0
20.0,Success,1,9,8,0,1,50.0
20.0,Success,1,7,10,1,1,40.0
20.0,Success,1,9,8,0,2,50.0
20.0,Success,1,7,6,3,3,40.0
20.0,Success,1,8,5,0,4,45.0
20.0,Success,1,9,7,0,1,50.0
20.0,Success,1,5,8,0,2,30.0
20.0,Success,1,8,10,0,0,45.0
20.0,Success,1,10,5,1,3,55.00000000000001
20.0,Success,1,8,7,0,2,45.0
20.0,Success,1,8,7,0,1,45.0
20.0,Success,1,8,8,0,3,45.0
20.0,Success,1,10,5,0,4,55.00000000000001
20.0,Success,1,10,6,1,2,55.00000000000001
20.0,Success,1,10,7,0,1,55.00000000000001
20.0,Success,1,12,4,0,3,65.0
20.0,Success,1,8,10,0,1,45.0
20.0,Success,1,10,4,3,2,55.00000000000001
20.0,Success,1,12,6,0,1,65.0
20.0,Success,1,9,7,0,1,50.0
20.0,Success,1,9,3,0,7,50.0
20.0,Success,1,12,5,0,0,65.0
20.0,Success,1,13,4,0,0,70.0
20.0,Success,1,9,6,0,2,50.0
20.0,Success,1,9,5,5,0,50.0
20.0,Success,1,7,3,0,3,40.0
20.0,Success,1,7,10,1,1,40.0
20.0,Success,1,11,4,1,3,60.0
20.0,Success,1,6,9,0,4,35.0
20.0,Success,1,9,8,0,2,50.0
20.0,Success,1,12,6,1,0,65.0
20.0,Success,1,11,6,1,1,60.0
20.0,Success,1,9,8,0,2,50.0
30.0,Success,1,8,4,2,5,45.0
30.0,Success,1,9,7,1,2,50.0
30.0,Success,1,14,3,0,1,75.0
30.0,Success,1,6,9,3,1,35.0
30.0,Success,1,9,7,1,2,50.0
30.0,Success,1,9,8,0,1,50.0
30.0,Success,1,7,9,1,2,40.0
30.0,Success,1,11,5,1,2,60.0
30.0,Success,1,9,6,4,0,50.0
30.0,Success,1,7,6,4,2,40.0
30.0,Success,1,8,6,0,2,45.0
30.0,Success,1,9,5,3,2,50.0
30.0,Success,1,13,5,0,1,70.0
30.0,Success,1,10,5,1,3,55.00000000000001
