MobID,TrueClassForMeetupMobs,PredictedSimulationClass
270118684,1,0
270287554,1,0
270875569,0,0
271369706,1,1
271958263,1,1
272178347,1,1
272563821,1,0
272776302,1,1
273365912,1,1
273366199,1,1
273920104,1,1
274584630,1,1
274584634,1,0
278537023,0,1
279082908,1,1
279378289,1,0
279432126,1,0
279625205,1,0
279822818,1,1
280162655,1,0
280648753,1,1
280910058,1,1
281036065,1,1
281242200,1,1
